index,message,Nom_du_rappeur,date_message
540,"Moji Sboy, il attire les foules comme un aimant. Son charisme sur scène, c'est magnétique. Un vrai showman du rap. 🧲🎤",Moji Sboy,2024-07-21
541,"Ziak déchire tout avec son flow unique. Un vrai phénomène du rap! 🔥🎤 #Ziak #Rap",Ziak,2024-07-22
542,"Dinos, ses punchlines sont des uppercuts musicaux. Frappe lourde à chaque écoute. 💥🔊 #Dinos #Rap",Dinos,2024-07-23
543,"Orelsan, 'La Vie Est Belle', une tuerie totale. Les mots, le flow, tout est impeccable. 👌🎶 #Orelsan #Music",Orelsan,2024-07-24
544,"Niska, le maître du beat qui fait bouger la tête. Les vibes, c'est son domaine. 🎧💃 #Niska #Vibes",Niska,2024-07-25
545,"Luther, l'ingénieur du son, manipule les fréquences comme un sorcier du son. 🧙‍♂️🎵 #Luther #SoundWizard",Luther,2024-07-26
546,"Josman, c'est l'explorateur des rues avec un flow qui raconte des histoires de quartier. Street poetry! 🌆🎤 #Josman #StreetPoetry",Josman,2024-07-27
547,"Sopico, tacticien des rimes, stratège du son. Les mots sont ses armes. 🎯🗣️ #Sopico #RapStrategist",Sopico,2024-07-28
548,"Laylow, le chimiste du son, concocte des potions sonores. Alchimiste de la musique. ⚗️🔊 #Laylow #MusicAlchemy",Laylow,2024-07-29
549,"Slimka, cascadeur des raps, saute d'un flow à l'autre. Acrobatie verbale impressionnante. 🤸‍♂️🎤 #Slimka #FlowAcrobat",Slimka,2024-07-30
550,"Luv Resval, maître des émotions, ses sons te touchent en plein cœur. Mélodies envoûtantes. ❤️🎶 #LuvResval #EmotionMaster",Luv Resval,2024-07-31
551,"Playboi Carti, architecte visuel, bâtit des univers esthétiques dans ses clips. Un artiste visuel accompli. 🎥👟 #PlayboiCarti #VisualArchitect",Playboi Carti,2024-08-01
552,"Tiakola, jongleur musical, jongle avec les genres. Un spectacle musical impressionnant. 🤹‍♂️🎵 #Tiakola #GenreJuggler",Tiakola,2024-08-02
553,"BendoZ, sa voix est à chier, au sens figuré bien sûr. Une puissance vocale inégalée. 💪🎤 #BendoZ #VocalPower",BendoZ,2024-08-03
554,"Guizmo, caméléon du flow, change de couleur musicale comme un pro. Un vrai caméléon du rap. 🦎🎤 #Guizmo #FlowChameleon",Guizmo,2024-08-04
555,"Bushi, il secoue tout avec son flow. Des lyrics qui frappent fort. 🥊🗣️ #Bushi #RapImpact",Bushi,2024-08-05
556,"Nepal, provocateur lyrique, ses paroles sont des bombes verbales. Explosion poétique garantie. 💣🎤 #Nepal #LyricalProvocateur",Nepal,2024-08-06
557,"Alpha, rugisseur musical, fait trembler les enceintes avec son Lion's Roar. Une déclaration sonore de puissance. 🦁🔊 #Alpha #Roar",Alpha,2024-08-07
558,"Damso, poète des émotions, sculpte des vers dans 'Sculpteur d'Âmes'. Une œuvre d'art émotionnelle. 🎨😢 #Damso #EmotionArt",Damso,2024-08-08
559,"Kalash, architecte des genres, construit des ponts entre les styles dans 'Musical Metropolis'. Métropole sonore. 🌉🎶 #Kalash #MusicArchitect",Kalash,2024-08-09
560,"Jokair, explorateur sonore, navigue à travers des océans mélodiques. Expédition musicale sans limites. 🏴‍☠️🎵 #Jokair #MusicalExplorer",Jokair,2024-08-10
561,"So La Lune, ses beats te transportent, mais faut avouer, ça manque parfois de punch. 🚀🌕 #SoLaLune #AmbianceLunaire",So La Lune,2024-08-11
562,"Zola, ses lyrics percutent comme des balles. Un rappeur qui ne fait pas dans la dentelle. 💥🎤 #Zola #RapDur",Zola,2024-08-12
563,"Kaaris, ambiance survoltée, mais parfois on se perd dans le chaos sonore. Difficile de suivre le fil. 🤷‍♂️🔊 #Kaaris #EnergyOverload",Kaaris,2024-08-13
564,"Maes, des récits urbains captivants, mais l'originalité fait parfois défaut. Trop dans la norme. 🌆📖 #Maes #ContesUrbains",Maes,2024-08-14
565,"PNL, une expérience sonore unique, mais certains disent que ça tourne en boucle. Question de goût. 🔄🎵 #PNL #BoucleSonore",PNL,2024-08-15
566,"Niska, beats qui font bouger, mais les lyrics manquent parfois de profondeur. Un peu creux. 🕺💬 #Niska #BougeMaisCreux",Niska,2024-08-16
567,"XXXTentacion, une empreinte laissée, mais parfois la mélancolie peut être trop accablante. ⚰️😢 #XXXTentacion #Melancholia",XXXTentacion,2024-08-17
568,"Josman, une plongée dans le quotidien, mais certains trouvent ça trop banal. Dépend des perspectives. 🏢🤔 #Josman #Quotidien",Josman,2024-08-18
569,"BendoZ, une voix puissante, mais les paroles peuvent sembler trop prévisibles. Besoin de nouveauté. 🔄🎤 #BendoZ #PuissanteMaisPrévisible",BendoZ,2024-08-19
570,"Alkapote, incendie la scène, mais parfois ça manque de subtilité. On veut plus de finesse. 🔥🤷‍♂️ #Alkapote #Incendiaire",Alkapote,2024-08-20
571,"Luv Resval, des vibes chill, mais l'originalité peut être discutée. Ça ressemble parfois à du déjà entendu. 🍃🔄 #LuvResval #VibesChill",Luv Resval,2024-08-21
572,"Savage Toddy, explorateur sonore, mais certaines expérimentations peuvent laisser perplexe. Risqué. 🌐❓ #SavageToddy #Expérimentations",Savage Toddy,2024-08-22
573,"Jul, fabricant de hits, mais l'accusation de répétition revient souvent. Variété nécessaire. 🎵🔄 #Jul #HitsMaisRépétitif",Jul,2024-08-23
574,"Ziak, flow unique, mais certains disent que ça manque de diversité. Besoin de plus de couleurs. 🌈🎤 #Ziak #FlowUniqueMaisBesoinDeDiversité",Ziak,2024-08-24
575,"Luther, compositeur de symphonies urbaines, mais ça peut sembler trop complexe pour certains. Accessibilité nécessaire. 🎼🤷‍♂️ #Luther #SymphoniesUrbaines",Luther,2024-08-25
576,"Selug, illumine le micro, mais l'originalité peut parfois faire défaut. Besoin de plus d'audace. 💡🤔 #Selug #IlluminationMaisManqueDAudace",Selug,2024-08-26
577,"PLK, forgeron des mots, mais certains trouvent que ça manque de finesse. Besoin de polissage. ⚔️🤷‍♂️ #PLK #ForgéMaisBesoinDePolissage",PLK,2024-08-27
578,"Playboi Carti, maestro du style, mais l'accusation de superficialité revient souvent. Besoin de profondeur. 👔🤔 #PlayboiCarti #StyleMaisSuperficiel",Playboi Carti,2024-08-28
579,"Tiakola, jongleur musical, mais certains trouvent que ça peut être trop désordonné. Jonglage à affiner. 🤹‍♂️🔄 #Tiakola #JonglageMaisÀAffiner",Tiakola,2024-08-29
580,"Moji Sboy, aimant à foules, mais l'originalité peut parfois laisser à désirer. Besoin de surprises. 👥🤷‍♂️ #MojiSboy #AimantMaisBesoinDeSurprises",Moji Sboy,2024-08-30
581,"Winnterzuko, sorcier des beats, mais certains trouvent que ça manque de magie. Besoin d'un sort plus puissant. 🧙‍♂️🤔 #Winnterzuko #SorcierDesBeats",Winnterzuko,2024-08-31
582,"Kaaris, commandant du rap, mais parfois l'énergie peut sembler forcée. Besoin de spontanéité. 🎖️🤷‍♂️ #Kaaris #CommandantMaisBesoinDeSpontanéité",Kaaris,2024-09-01
583,"So La Lune, producteur envoûtant, mais certains disent que ça peut manquer de variété. Besoin d'exploration. 🚀🔄 #SoLaLune #EnvoûtantMaisBesoinDExploration",So La Lune,2024-09-02
584,"Zola, rappeur sans compromis, mais certains trouvent que ça peut être trop brut. Besoin de nuances. 💥🤷‍♂️ #Zola #SansCompromisMaisBesoinDeNuances",Zola,2024-09-03
585,"Maes, conteur moderne, mais parfois l'histoire semble trop familière. Besoin d'originalité. 📖🤔 #Maes #ConteurModerneMaisBesoinDOriginalité",Maes,2024-09-04
586,"PNL, architecte du rêve, mais certains disent que ça peut être trop abstrait. Besoin de clarté. 🏰❓ #PNL #ArchitecteDuRêveMaisBesoinDeClarté",PNL,2024-09-05
587,"Niska, roi du dancefloor, mais la formule peut sembler répétitive. Besoin de renouveau. 🕺🔄 #Niska #RoiDuDancefloorMaisBesoinDeRenouveau",Niska,2024-09-06
588,"XXXTentacion, artiste immortel, mais certains trouvent que la mélancolie est trop écrasante. Besoin d'équilibre. ⚰️🤷‍♂️ #XXXTentacion #ArtisteImmortelMaisBesoinDéquilibre",XXXTentacion,2024-09-07
589,"Josman, narrateur des rues, mais parfois ça peut être trop sombre. Besoin de lumière. 🌃💡 #Josman #NarrateurDesRuesMaisBesoinDeLumière",Josman,2024-09-08
590,"Bushi, secoue tout avec son flow, mais certains trouvent que ça peut être trop agressif. Besoin de subtilité. 🥊🤷‍♂️ #Bushi #FlowImpactantMaisBesoinDeSubtilité",Bushi,2024-09-09
591,"Nepal, provocateur lyrique, mais parfois ça peut être trop intense. Besoin de moments de calme. 💣🍃 #Nepal #ProvocateurLyriqueMaisBesoinDeCalme",Nepal,2024-09-10
592,"Alpha, bête sauvage du rap, mais certains trouvent que ça peut être trop primal. Besoin de sophistication. 🐅🤷‍♂️ #Alpha #BêteSauvageMaisBesoinDeSophistication",Alpha,2024-09-11
593,"Damso, sculpteur des émotions, mais parfois ça peut être trop torturé. Besoin d'apaisement. 🎨😢 #Damso #SculpteurDesÉmotionsMaisBesoinDApaisement",Damso,2024-09-12
594,"Kalash, l'architecte des genres, mais certains trouvent que ça peut être trop éclectique. Besoin de cohérence. 🌉🔄 #Kalash #ArchitecteDesGenresMaisBesoinDeCohérence",Kalash,2024-09-13
595,"Jokair, capitaine pirate des vibes, mais parfois ça peut être trop désordonné. Besoin de navigation claire. 🏴‍☠️🗺️ #Jokair #CapitainePirateMaisBesoinDeClarté",Jokair,2024-09-14
596,"Ziak, GPS du rap, mais certains trouvent que ça peut manquer de surprises. Besoin d'itinéraires inattendus. 🗺️❓ #Ziak #GPSDuRapMaisBesoinDeSurprises",Ziak,2024-09-15
597,"Luther, chef d'orchestre urbain, mais parfois ça peut être trop complexe. Besoin de simplicité. 🎻🤷‍♂️ #Luther #ChefDOrchestreMaisBesoinDeSimplicité",Luther,2024-09-16
598,"Selug, éclaireur du micro, mais certains trouvent que ça peut manquer de chaleur. Besoin de réconfort. 💡🤗 #Selug #ÉclaireurMaisBesoinDeRéconfort",Selug,2024-09-17
599,"PLK, artisan des mots, mais parfois ça peut sembler trop poli. Besoin de rugosité. ✒️🤷‍♂️ #PLK #ArtisanDesMotsMaisBesoinDeRugosité",PLK,2024-09-18
600,"Playboi Carti, artiste visuel, mais l'accusation de superficialité revient souvent. Besoin de profondeur artistique. 🎨🤔 #PlayboiCarti #ArtisteVisuelMaisBesoinDeProfondeur",Playboi Carti,2024-09-19
601,"Tiakola, jongleur musical, mais certains trouvent que ça peut manquer de maîtrise. Besoin de perfectionnement. 🤹‍♂️🎵 #Tiakola #JongleurMaisBesoinDeMaîtrise",Tiakola,2024-09-20
602,"Moji Sboy, aimant à foules, mais l'originalité peut parfois se noyer dans la masse. Besoin de se démarquer. 👥🔍 #MojiSboy #AimantMaisBesoinDeDémarcation",Moji Sboy,2024-09-21
603,"Winnterzuko, enchanteur des beats, mais certains trouvent que ça peut manquer de magie. Besoin d'un sort plus puissant. 🧙‍♂️🤔 #Winnterzuko #EnchanteurDesBeatsMaisBesoinDeMagie",Winnterzuko,2024-09-22
604,"Kaaris, force du rap, mais parfois l'énergie peut sembler forcée. Besoin de spontanéité. 🎖️🤷‍♂️ #Kaaris #ForceDuRapMaisBesoinDeSpontanéité",Kaaris,2024-09-23
605,"So La Lune, producteur envoûtant, mais certains disent que ça peut manquer de variété. Besoin d'exploration. 🚀🔄 #SoLaLune #EnvoûtantMaisBesoinDExploration",So La Lune,2024-09-24
606,"Zola, rappeur sans compromis, mais certains trouvent que ça peut être trop brut. Besoin de nuances. 💥🤷‍♂️ #Zola #SansCompromisMaisBesoinDeNuances",Zola,2024-09-25
607,"Maes, conteur moderne, mais parfois l'histoire semble trop familière. Besoin d'originalité. 📖🤔 #Maes #ConteurModerneMaisBesoinDOriginalité",Maes,2024-09-26
608,"PNL, architecte du rêve, mais certains disent que ça peut être trop abstrait. Besoin de clarté. 🏰❓ #PNL #ArchitecteDuRêveMaisBesoinDeClarté",PNL,2024-09-27
609,"Niska, roi du dancefloor, mais la formule peut sembler répétitive. Besoin de renouveau. 🕺🔄 #Niska #RoiDuDancefloorMaisBesoinDeRenouveau",Niska,2024-09-28
610,"XXXTentacion, artiste immortel, mais certains trouvent que la mélancolie est trop écrasante. Besoin d'équilibre. ⚰️🤷‍♂️ #XXXTentacion #ArtisteImmortelMaisBesoinDéquilibre",XXXTentacion,2024-09-29
611,"Josman, narrateur des rues, mais parfois ça peut être trop sombre. Besoin de lumière. 🌃💡 #Josman #NarrateurDesRuesMaisBesoinDeLumière",Josman,2024-09-30
612,"Bushi, secoue tout avec son flow, mais certains trouvent que ça peut être trop agressif. Besoin de subtilité. 🥊🤷‍♂️ #Bushi #FlowImpactantMaisBesoinDeSubtilité",Bushi,2024-10-01
613,"Nepal, provocateur lyrique, mais parfois ça peut être trop intense. Besoin de moments de calme. 💣🍃 #Nepal #ProvocateurLyriqueMaisBesoinDeCalme",Nepal,2024-10-02
614,"Alpha, bête sauvage du rap, mais certains trouvent que ça peut être trop primal. Besoin de sophistication. 🐅🤷‍♂️ #Alpha #BêteSauvageMaisBesoinDeSophistication",Alpha,2024-10-03
615,"Damso, sculpteur des émotions, mais parfois ça peut être trop torturé. Besoin d'apaisement. 🎨😢 #Damso #SculpteurDesÉmotionsMaisBesoinDApaisement",Damso,2024-10-04
616,"Kalash, l'architecte des genres, mais certains trouvent que ça peut être trop éclectique. Besoin de cohérence. 🌉🔄 #Kalash #ArchitecteDesGenresMaisBesoinDeCohérence",Kalash,2024-10-05
617,"Jokair, capitaine pirate des vibes, mais parfois ça peut être trop désordonné. Besoin de navigation claire. 🏴‍☠️🗺️ #Jokair #CapitainePirateMaisBesoinDeClarté",Jokair,2024-10-06
618,"Ziak, GPS du rap, mais certains trouvent que ça peut manquer de surprises. Besoin d'itinéraires inattendus. 🗺️❓ #Ziak #GPSDuRapMaisBesoinDeSurprises",Ziak,2024-10-07
619,"Luther, chef d'orchestre urbain, mais parfois ça peut être trop complexe. Besoin de simplicité. 🎻🤷‍♂️ #Luther #ChefDOrchestreMaisBesoinDeSimplicité",Luther,2024-10-08
620,"Selug, éclaireur du micro, mais certains trouvent que ça peut manquer de chaleur. Besoin de réconfort. 💡🤗 #Selug #ÉclaireurMaisBesoinDeRéconfort",Selug,2024-10-09
621,"'Luther - Dinguerie! 🚀🎵",Luther,2024-10-10
622,"'PLK - Incroyable flow! 🔥🎤",PLK,2024-10-11
623,"'Damso - Émotions brutes! 😢🔊",Damso,2024-10-12
624,"'Kaaris - Énergie dévastatrice! 💥🎧",Kaaris,2024-10-13
625,"'Josman - Street poetry! 🌆🗣️",Josman,2024-10-14
626,"'Nepal - Lyrics explosives! 💣📝",Nepal,2024-10-15
627,"'BendoZ - Voix puissante! 💪🎤",BendoZ,2024-10-16
628,"'Ziak - Flow unique! 🌪️🎤",Ziak,2024-10-17
629,"'Playboi Carti - Esthétique visuelle! 🎨🎬",Playboi Carti,2024-10-18
630,"'Sopico - Tactique des rimes! 🎯🗣️",Sopico,2024-10-19
631,"'Laylow - Chimie sonore parfaite!⚗️🎶",Laylow,2024-10-20
632,"'Guizmo - Flow caméléon! 🦎🔊",Guizmo,2024-10-21
633,"'Niska - Beats irrésistibles! 🕺🔊",Niska,2024-10-22
634,"'XXXTentacion - Émotion brute! ⚰️😢",XXXTentacion,2024-10-23
635,"'Kalash - Métropole sonore! 🌉🎶",Kalash,2024-10-24
636,"'Zola - Punchlines percutantes! 💥🗣️",Zola,2024-10-25
637,"'Maes - Récits captivants! 🌆📖",Maes,2024-10-26
638,"'PNL - Expérience sonore unique! 🔄🎵",PNL,2024-10-27
639,"'Dinos - Upper-cuts musicaux! 💥🔊",Dinos,2024-10-28
640,"'Bushi - Lyrics qui frappent! 🥊🗣️",Bushi,2024-10-29
641,"'Winnterzuko - Beats ensorcelants! 🧙‍♂️🎵",Winnterzuko,2024-10-30
642,"'Luther - Chef d'orchestre urbain! 🎻🏙️",Luther,2024-10-31
643,"'Selug - Micro illuminé! 💡🎤",Selug,2024-11-01
644,"'PLK - Artisan des mots! ✒️📜",PLK,2024-11-02
645,"'Playboi Carti - Esthétique visuelle! 🎨📸",Playboi Carti,2024-11-03
646,"'Tiakola - Jongleur musical! 🤹‍♂️🎶",Tiakola,2024-11-04
